Nome;Código
SB - BL ALPHA - TÉRREO - ZELADORIA II;SBALPHA00SZELADORIA2
SA - BL A - TORRE 1 - 7º ANDAR - SALA DE DOCENTE - S718-1;SAAT107S718
SB - BL ZETA - TÉRREO - L003 - LAB. DE FILOSOFIA;SBZETA00LL003
SA - BL L - 2º ANDAR - TELECOM - TL02;SAL02TL2
SB - BL ZETA - TÉRREO - LAB. DE BIODIVERSIDADE E CIENCIA CIDADÃ;SBZETA00LL005
SA - BL A - TORRE 2 - 5º ANDAR - S521-2;SAAT205S521
SA - BL A - TORRE 2 - 5º ANDAR - S523-2;SAAT205S523
SB - BL ZETA - 1º ANDAR - LAB. TERMITOLAB - L101-103;SBZETA01L101-103
SB - BL ZETA - 1º ANDAR - LAB. DE PALEONTOLOGIA DE VERTEBRADOS - L101-103;SBZETA01L101-L103
SB - BL DELTA - 2º ANDAR - S241;SBDELTA02S241
SA - BL L - 6º ANDAR - LAB. PROCESSAMENTO DE CERÂMICOS - L608;SAL06L608
SA - BL B - 10º ANDAR - SALA DE DOCENTE - S1005;SAB10S1005
SA - BL L - SUBSOLO - LAB. - BLOCO L - SUBSOLO - L009;SALSL009
SA - BL L - 3º ANDAR - LAB. DE BIOQUIMICA E VASCULAR - L308;SAL03L308
SA - BL L - 2º ANDAR - LAB. ABCSIM - L208;SAL02L208
SA - BL L - 2º ANDAR - LAB. DE ASTROFISICA - L207;SAL02L207
SA - BL L - 6º ANDAR - LAB. DE BIOFISICA MOLEC-INTERFACE FISICA BIOLOGIA - L603;SAL06L603
SA - BL L - 3º ANDAR - LAB. DE BIOTECNOLOGIA VERDE - L302;SAL03L302
SA - BL L - 2º ANDAR - LAB. DE CIENCIAS E TECNOL. EM INFORM. QUANTICA - L215;SAL02L215
SA - BL L - 4º ANDAR - LAB. DE ELETROANALIT. MOLEC. E ATOMICA - L407;SAL04L407
SA - BL L - 6º ANDAR - LAB. DE FABRICAÇÃO DE NANO-DISPOSITIVOS - L609;SAL06L609
SA - BL L - 2º ANDAR - LAB. DE FISICA TEORICA - PARTIC. ELEMENT. E CAMPOS - L213;SAL02L213
SA - BL L - 2º ANDAR - LAB. DE INTER. ELEM., COLET. E SIST. FORT. CORREL. - L211;SAL02L211
SA - BL L - 7º ANDAR - LAB. DE NOV. MATER. DE CARB.: GRAFENO - L708;SAL07L708
SA - BL L - 7º ANDAR - LAB. DE PROC E CARACT. DE MATER. AVANÇ. - L712;SAL07L712
SA - BL L - 7º ANDAR - S705;SAL07S705
SA - BL L - 6º ANDAR - LAB. BIONANO & METALS - L605;SAL06L605
SA - BL L - 3º ANDAR - LAB. DE MICROBIOL. INDUSTR. E BIOTECNOLOGIA - L310;SAL03L310
SA - BL L - 5º ANDAR - LAB. DE CATALISE E SINTESE ORGANICA - L506;SAL05L506
SB - BL ZETA - TÉRREO - LAB. CARACT. DE BIOMATERIAIS E TECIDOS BIOLÓGICOS - L002;SBZETA00L002
SA - BL L - 2º ANDAR - LAB. INTEGRAÇÃO SISTEMAS AMBIENTAIS E URBANOS - L205;SAL02L205
SA - BL A - TORRE 2 - 5º ANDAR - S503-2;SAAT205S503
SB - BL DELTA - 3º ANDAR - S342;SBDELTA03S342
SB - BL TAU - TÉRREO - LABORATÓRIO DIDÁTICO DE INFORMÁTICA - L003;SBTAU00L003
SA - BL A - TORRE 3 - 4º ANDAR - LABORATÓRIO DE ANÁLISE INSTRUMENTAL - L406-3;SAAT304L406
SA - BL A - TÉRREO - DIVISÃO DE ASSISTÊNCIA ESTUDANTIL (ADM0012);SAA00SDAE
SA - BL L - 4º ANDAR - NUC-LAB: LAB. INTERDISC. ENERGIA NUCLEAR (EE) - L401;SAL04LL401
SA - BL A - TÉRREO - DIVISÃO DE SEGURANÇA COMUNITÁRIA - S000-0;SAA00S000
SA - BL A - TORRE 1 - 4º ANDAR - L410-1;SAAT104L410
SB - BL DELTA - 1º ANDAR - BIOTÉRIO - L121;SBDELTA01L121
SB - BL TAU - 2º ANDAR - S205;SBTAU02S205
SB - BL DELTA - 1º ANDAR - LABORATÓRIO DE ESTUDOS DO COMPORTAMENTO - L120;SBDELTA01L120
SB - BL DELTA - 1º ANDAR - NEUROLOGIA EXPERIMENTAL - L116;SBDELTA01L116
SB - BL ALPHA - 2º ANDAR - S206;SBALPHA02S206
SA - BL B - 8º ANDAR - SALA DE DOCENTE - S804;SAB08S804
SA - BL EXT - DATA CENTER - SGI/ICE CUBE;SAEXTSGI
SA - BL A - TORRE 1 - 6º ANDAR - S621-1;SAAT106S621
SA - BL A - TORRE 3 - 4º ANDAR - L403-3;SAAT304L403
SB - BL ZETA - 2º ANDAR - S212;SBZETA02S212
SB - BL DELTA - 3º ANDAR - SALA DE DOCENTE - S381;SBDELTA03S381
SA - BL A - TORRE 1 - 4º ANDAR - L407-1;SAAT104L407
SA - BL A - TORRE 1 - 4º ANDAR - L408-1;SAAT104L408
SA - BL A - TORRE 1 - 5º ANDAR - L507-1;SAAT105L507
SA - BL B - 7º ANDAR - L701;SAB07L701
SA - BL B - 7º ANDAR - L705;SAB07L705
SA - BL B - 7º ANDAR - L706;SAB07L706
SA - BL A - TORRE 3 - 4º ANDAR - LABORATÓRIO DIDÁTICO SECO - L401-3;SAAT304L401
SA - BL A - TORRE 1 - 4º ANDAR - LABORATÓRIO DE COMUNICAÇÃO SEM FIO - L403-1;SAAT104L403
SA - BL A - SUBSOLO - LAB. PESQUISAS EM EDUCAÇÃO CIENTÍFICA - LS19A;SAASL19_A
SA - BL A - SUBSOLO - LAB. ESPECTROSC. ÓPTICA E ELETRÔN. - LS19B;SAASL19_B
SA - BL B - 5º ANDAR - TELECOM - TEL05;SAB05TL5
SB - BL DELTA - 2º ANDAR - S203;SBDELTA02S203
SA - BL A - TORRE 1 - 7º ANDAR - S712-1;SAAT107S712
SB - BL ALPHA - 1º ANDAR - S105;SBALPHA01S105
SB - BL DELTA - 2º ANDAR - S260;SBDELTA02S260
SB - BL DELTA - 3º ANDAR - S311;SBDELTA03S311
SA - BL A - TÉRREO - ASSESSORIA DE RELAÇÕES INTERNACIONAIS - S007-0;SAA00S007
SB - BL DELTA - 2º ANDAR - S281;SBDELTA02S281
SA - BL L - 4º ANDAR - LAB. ACIONAMENTOS E CONV. ELETR. POTÊNCIA - L402;SAL04L402
SB - BL DELTA - TÉRREO - LABORATÓRIO DE PLANEJAMENTO - LAPLAN - L014;SBDELTA00L004
SA - BL L - 6º ANDAR - LAB. DE SÍNTESE DE MATERIAIS CERÂMICOS - L606;SAL06L606
SA - BL L - 7º ANDAR - LAB. DE POLÍMEROS FUNCIONAIS - L704;SAL07L704
SA - BL L - 5º ANDAR - LAB. DE ANÁL. E TRANSF. ENERG. DE COMB. (EE) - L503;SAL05L503
SA - BL A - SUBSOLO - LAB. PROCESSAMENTO DE POLÍMEROS - LS06;SAASL06
SA - BL A - SUBSOLO - LAB. ENGENHARIA DE MACROMOLÉCULAS - LS05;SAASL05
SA - BL A - TORRE 1 - 6º ANDAR - S633-1;SAAT106S633
SA - BL L - 4º ANDAR - LAB. SISTEMAS ELETR. FOTÔNICOS E INTELIGENTES - L403;SAL04L403
SA - BL L - 7º ANDAR - LAB. ANTENAS E RF - L706;SAL07L706
SA - BL L - 4º ANDAR - LAB. JUSTIÇA TERRITORIAL - L410B;SAL04L410B
SA - BL A - TORRE 1 - 6º ANDAR - S627-1;SAAT106S627
SA - BL A - TORRE 3 - 6º ANDAR - S627-3;SAAT306S627
SA - BL H - TÉRREO - DEPÓSITO DA PREFEITURA UNIVERSITÁRIA;SAH00DPPU
SA - BL A - 2º ANDAR - DAEP;SAA02SDAEP
SB - BL ZETA - TÉRREO - LAB. EQUIPAMENTOS MÉDICOS - L011;SBZETA00L011
SA - BL A - TORRE 3 - 6º ANDAR - S623-3;SAAT306S623
SA - BL L - 5º ANDAR - LAB. DE EQUIP. MULTIUSUÁRIOS DO CCNH - L506A;SAL05L506A
SB - BL DELTA - 2º ANDAR - S215;SBDELTA02S215
SB - BL BETA - BIBLIOTECA;SBBETABIBLIOTECA
SB - BL ZETA - TÉRREO - LAB. EQUIPAMENTOS MÉDICOS - L013;SBZETA00L013
SA - BL A - TORRE 3 - 6º ANDAR - S628-3;SAAT306S628
SA - BL L - SUBSOLO - LAB. DE MATERIAIS PARA ENERGIA (EM) - L001;SALSL001
SA - BL L - SUBSOLO - LAB. DE BIOFABRICAÇÃO E SISTEMAS DE MANUFATURA (EG) - L004;SALSL004
SA - BL L - 1º ANDAR - LAB.TENDÊNCIAS DE PESQ. EM EDUCAÇÃO MAT. - L110;SAL01L110
SA - BL L - 1º ANDAR - LAB. SIST. DE VISÃO COMPUT. E DE ALTO DESEMP. - L104;SAL01L104
SB - BL ZETA - 1º ANDAR - LAB. INFORMAÇÃO - L104;SBZETA01L104
SB - BL DELTA - 1º ANDAR - LAB. COGNIÇÃO HUMANA - L109;SBDELTA01L109
SA - BL L - 4º ANDAR - LAB.TÉC.ESPEC. E ELETR., SEPAR. E INSTR. (LATESI) - L405;SAL04L405
SA - BL L - 6º ANDAR - LAB. - BLOCO L - 6º ANDAR - L613;SAL06L613
SB - BL DELTA - TÉRREO - LAB. DESENVOLVIMENTO DE PROJETOS - L005;SBDELTA00L005
SA - BL L - 2º ANDAR - LAB. DE FISICA DE PARTIC. ELEMENT E ALTAS ENERGIAS - L214;SAL02L214
SA - BL L - 2º ANDAR - LAB. MULTIDISCIPLINAR DE PESQUISA - L204;SAL02L204
SA - BL L - 6º ANDAR - LAB. DE COMPOSTOS BIOATIVOS - L602;SAL06L602
SA - BL L - 7º ANDAR - S701;SAL07S701
SA - BL L - 2º ANDAR - PROC. DE SINAIS/SIMULAÇÃO E MODELAGEM - L209;SAL02L209
SB - BL DELTA - 2º ANDAR - S235;SBDELTA02S235
SB - BL DELTA - 1º ANDAR - HERBÁRIO - L103C;SBDELTA01L103C
SA - BL A - TÉRREO - S004-0;SAA00S004
SA - BL A - TÉRREO - S006-0;SAA00S006
SA - BL A - TÉRREO - S008-0;SAA00S008
SA - BL A - 2º ANDAR - A211-0;SAA02A211
SA - BL B - 10º ANDAR - S1019;SAB10S1019
SA - BL A - TORRE 1 - 6º ANDAR - S631-1;SAAT106S631
SB - BL DELTA - TÉRREO - SUGEPE - S011B;SBDELTA00S011B
SA - BL A - TORRE 1 - 6º ANDAR - S618-1;SAAT106S618
SA - BL A - TÉRREO - DIV. SISTEMAS SEGURANÇA INFORMAÇÕES - S005-0;SAA00S005
SA - BL A - TÉRREO - S002-0;SAA00L002
SA - BL A - TORRE 3 - 6º ANDAR - S633-3;SAAT306S633
SA - BL B - 10º ANDAR - S1050;SAB10S1050
SA - BL A - TORRE 3 - 4º ANDAR - LABORATÓRIO DIDÁTICO ÚMIDO - L402-3;SAAT304L402
SB - BL ZETA - 3º ANDAR - LABORATÓRIO DE BIOMATERIAIS - L308;SBZETA03L308
SA - BL A - TORRE 1 - 7º ANDAR - SALA DE DOCENTE - S707-1;SAAT107S707
SA - BL A - TORRE 3 - 4º ANDAR - LABORATÓRIO DIDÁTICO ÚMIDO - L408-3;SAAT304L408
SB - BL DELTA - 1º ANDAR - LABORATÓRIO DE NEUROHISTOLOGIA - L113;SBDELTA01L113
SB - BL DELTA - TÉRREO - LABORATÓRIO DE NEUROCIÊNCIA APLICADA - L007;SBDELTA00L7
LABORATÓRIO DIDÁTICO DE INFORMÁTICA - L409-2;SAAT204L409
SA - BL C - TÉRREO - DIVISÃO OPERACIONAL DA BIBLIOTECA SA;SAC00SDOSA
SA - BL B - 10º ANDAR - S1004;SAB10S1004
SB - BL BETA - TÉRREO - A001;SBBETA00A001
SA - BL A - TORRE 3 - SUBSOLO - LAB. REDES INTELIGENTES (LARI) - LS27 - SL01;SAAT3SLLS27-1
SA - BL A - DEP. DA PRÓ-REIT DE ASSUNTOS COMUNITÁRIOS E POLÍTICAS AFIRM. - PROAP;SAADPDPPROAP
NAO USAR;SAL06L506
SA - BL A - TÉRREO - PRO-REITORIA DE ASSUNTOS COMUNIT E POLÍT. AFIRM. - S07;SAA00S7
SB - BL DELTA - 2º ANDAR - SALA DE DOCENTE - 258;SBDELTA02S258
SB - BL DELTA - 2º ANDAR - SALA DE DOCENTE - 271;SBDELTA02S271
SB - BL TAU - 1º ANDAR - S103;SBTAU01S103
SA - BL L - 3º ANDAR - AGÊNCIA DE INOVAÇÃO - 31;SAL03S31
SA - BL L - 1º ANDAR - NEUROCOMPUTAÇÃO E SOFTWARE LIVRE - L103;SAL01L103
SB - BL DELTA - 3º ANDAR - S335;SBDELTA03S335
SA - BL B - 10º ANDAR - S1037;SAB10S1037
SA - BL A - TORRE 2 - 5º ANDAR - S541-2;SAAT205S541
SB - BL DELTA - 3º ANDAR - SALA DE DOCENTE - S360;SBDELTA03S360
SA - BL A - TORRE 1 - 7º ANDAR - S740-1;SAAT107S740
SA - BL B - 5º ANDAR - LABORATÓRIO DIDÁTICO DE INFORMÁTICA - L503;SAB05L503
SA - BL A - TORRE 1 - 7º ANDAR - SALA DE DOCENTE - S747-1;SAAT107S747
SA - BL B - 11º ANDAR - SALA DE REUNIÃO DA PROAP;SAB11SREUNIAO
SA - BL L - 3º ANDAR - NÚCLEO EDUCACIONAL DE TECNOLOGIAS E LÍNGUAS (NETEL);SAL03SNETEL
SA - BL L - SALAS DE DEPÓSITO DA SUPERINTENDÊNCIA DE OBRAS (SPO);SALDPSPO
SA - BL A - TORRE 1 - 6º ANDAR - S624-1;SAAT106S624
SA - BL L - 6º ANDAR - LAB. MATERIAIS PARA ENERGIA (EE) - L607;SAL06L607
SA - BL A - TORRE 1 - 7º ANDAR - S726-1;SAAT107S726
SA - BL B - 10º ANDAR - S1028;SAB10S1028
SA - BL A - TORRE 1 - 5º ANDAR - S547-1;SAAT105S547
SA - BL A - TORRE 2 - 5º ANDAR - S520-2;SAAT205S520
SA - BL A - TORRE 1 - 6º ANDAR - S626-1;SAAT106S626
SB - BL ALPHA - 3º ANDAR - LABORATÓRIO DIDÁTICO SECO - L306;SBALPHA03L306
SB - BL ALPHA - TÉRREO - COPA DOS SERVIDORES;SBALPHA00CP
SA - BL A - TORRE 3 - 6º ANDAR - S603-3;SAAT306S603
SA - BL B - 4º ANDAR - S408;SAB04S408
SA - BL B - 10º ANDAR - S1017A;SAB10S1017A
SA - BL L - SUBSOLO - LABORATÓRIO DE AUTOMAÇÃO DA MANUFATURA (IAR) - L003;SALSL3
SA - BL A - TORRE 2 - 5º ANDAR - SALA DE DOCENTE - S518-2;SAAT205S518
SA - BL A - TORRE 2 - 5º ANDAR - SALA DE DOCENTE - S508-2;SAAT205S508
SA - BL A - TORRE 2 - 5º ANDAR - S505-2;SAAT205S505
SA - BL B - 9º ANDAR - S940;SAB09S940
SA - BL A - TORRE 1 - 5º ANDAR - LABORATÓRIO DE GEOPROCESSAMENTO - 508-1;SAAT105L508
SB - BL TAU - TÉRREO - SALA DE CARTOGRAFIA;SBTAU00SS001
SB - BL ÔMEGA - 1º ANDAR - INOVAÇÃO TECNOLÓGICA EM MEDICINA (EB) - L105;SBOMEGA01L105
SB - BL BETA - TÉRREO - A004;SBBETA00A4
SB - BL DELTA - TÉRREO - OUVIDORIA;SBDELTA00SS11
SB - BL DELTA - 2º ANDAR - SALA DE DOCENTE - S267;SBDELTA02S267
SA - BL A - TORRE 2 - 5º ANDAR - S531-2;SAAT205S531
SA - BL A - SUBSOLO - NÚCLEO DE TECNOLOGIA DA INFORMAÇÃO (NTI) - S15;SAASS15
SA - BL A - 1º ANDAR - PROCURADORIA FEDERAL;SAA01SPROCURADORIA
SA - BL A - SUBSOLO - S15 - MANUTENÇÃO SSSA;SAASDP15SSSA
SA - BL B - 9º ANDAR - S910;SAB09S910
SA - BL A - SUBSOLO - LAB. ESPECTROS. ÓPTICA E ELETRÔNICA - LS24;SAASL24
SA - BL L - 1º ANDAR - MATEMÁTICA E COMPUTAÇÃO APLICADA - L101;SAL01L101
SA - BL A - TORRE 3 - 6º ANDAR - S636-3;SAAT306S636
SB - BL ZETA - 2º ANDAR - LABORATÓRIO DE INFORMÁTICA - L201;SBZETA02L201
SA - BL A - TORRE 3 - 7º ANDAR - L702-3 - SALA PRÁTICAS DIDÁTICO-PEDAGÓGICAS;SAAT307L702
SA - BL A - TORRE 1 - 7º ANDAR - S714-1;SAAT107S714
SA - BL A - TORRE 1 - 7º ANDAR - S732-1;SAAT107S732
SB - BL ALPHA - 1º ANDAR - S101;SBALPHA01S101
SA - BL A - 2º ANDAR - TELECOM - TL201;SAA02TL201
SA - BL L - 7º ANDAR - TELECOM - TL07;SAL07TL7
SA - BL A - SUBSOLO - TELECOM - PU;SAASTLPU
SA - BL D - TÉRREO - RESTAURANTE UNIVERSITÁRIO;SAD00RU
SB - BL DELTA - 3º ANDAR - SALA DE DOCENTE - S318;SBDELTA03S318
SB - BL DELTA - 2º ANDAR - SALA DE DOCENTE - S204;SBDELTA02S204
SB - BL ALPHA - TÉRREO - A1-L001-SB;SBALPHA00L001
SA - BL A - TORRE 3 - 6º ANDAR - S611-3;SAAT306S611
SB - BL DELTA - 2º ANDAR - SALA DE DOCENTE - S285;SBDELTA02S285
SB - BL DELTA - 2º ANDAR - SALA DE DOCENTE - S234;SBDELTA02S234
SA - BL B - 6º ANDAR - L603;SAB06L603
SA - BL B - 5º ANDAR - L501;SAB05L501
SA - BL A - TORRE 1 - 5º ANDAR - LABORATÓRIO DE CALOR E FLUIDOS II - L503-1;SAAT105L503
SB - BL DELTA - 2º ANDAR - SALA DE DOCENTE - S244;SBDELTA02S244
SA - BL L - SUBSOLO - LANCHONETE;SALSLLA
SA - BL A - TORRE 1 - 7º ANDAR - S705-1;SAAT107S705
SA - BL A - TORRE 2 - 5º ANDAR - S525-2;SAAT205S525
SB - BL TAU - 1º ANDAR - S101;SBTAU01S101
SB - BL TAU - 3º ANDAR - S306;SBTAU03S306
SB - BL TAU - 3º ANDAR - S308;SBTAU03S308
SB - BL TAU - 3º ANDAR - S311;SBTAU03S311
SB - BL ALPHA - TÉRREO - DIVISÃO DE PLANEJAMENTO E APOIO À GESTÃO (DPAG);SBALPHA00SDPAG
SB - BL ALPHSB - BL ALPHA - TÉRREO - CENTRAL DE ATENDIMENTO AO ESTUD (CAE) - S12;SBALPHA00S12
SB - BL DELTA - 2º ANDAR - SALA DE DOCENTE - S214;SBDELTA02S214
SA - BL A - TORRE 1 - 6º ANDAR - S610-1;SAAT106S610
SA - BL A - TORRE 1 - 7º ANDAR - S746-1;SAAT107S746
SA - BL B - 10º ANDAR - S1008;SAB10S1008
SA - BL B - 10º ANDAR - COPA - 1001;SAB10CP10
SB - BL DELTA - 2º ANDAR - SALA DE DOCENTE - S222;SBDELTA02S222
SB - BL DELTA - 3º ANDAR - SALA DE DOCENTE - S363;SBDELTA03SS363
SB - BL ZETA - 3º ANDAR - TELECOM - TEL3;SBZETA03TL3
SB - BL ALPHA - 1º ANDAR - S103;SBALPHA01S103
SA - BL A - TORRE 3 - 2º ANDAR - TELECOM - SALA 209-0;SAAT302TL209-0
SA - BL B - 11º ANDAR - NÚCLEO DE TRADUÇÃO DE LIBRAS (A11/ADM0001);SAB11SLIBRAS
SA - BL B - 11º ANDAR - SALA DA LIMPEZA - S1101;SAB11SS1101
SA - BL B - TÉRREO - TELECOM - TL00;SAB00TL0
SA - BL B - 1º ANDAR - TELECOM - TL01;SAB01TL1
SA - BL B - 2º ANDAR - TELECOM - TL02;SAB02TL2
SA - BL B - 3º ANDAR - TELECOM - TL03;SAB03TL3
SA - BL B - 4º ANDAR - TELECOM - TL04;SAB04TL4
SA - BL B - 6º ANDAR - TELECOM - TL06;SAB06TL6
SA - BL B - 7º ANDAR - TELECOM - TL07;SAB07TL7
SA - BL B - 8º ANDAR - TELECOM - TL08;SAB08TL8
SA - BL B - 9º ANDAR - TELECOM - TL09;SAB09TL9
SA - BL B - 10º ANDAR - TELECOM - TL10;SAB10TL10
SA - BL B - 11º ANDAR - TELECOM - TL11;SAB11TL11
SB - BL ALPHA - 2º ANDAR - S203;SBALPHA02S203
SB - BL ALPHA - 3º ANDAR - LABORATÓRIO DIDÁTICO SECO - L303;SBALPHA03L303
SA - BL A - TÉRREO - SALA DE ESTÚDIO DE LIBRAS (ADM0007);SAA00SLIBRAS
SA - BL L - 7º ANDAR - LAB. DE TEC. DE CO2 SUPERCRÍTICO E MAT. POLIMÉRICO - L702;SAL07L702
SB - BL ALPHA - 3º ANDAR - LABORATÓRIO DIDÁTICO SECO - L304;SBALPHA03L304
SB - BL TAU - 1º ANDAR - S102;SBTAU01S102
SA - BL A - TORRE 3 - 6º ANDAR - S606-3;SAAT306S606
SA - BL B - 1º ANDAR - LABORATÓRIO DE FOTÔNICA - S104;SAB01L104
SA - BL A - 02º ANDAR - COORD. DE GESTÃO DE COMPRAS, CONTRATOS E PATRIM. - CGCCP;SAA02SCGCCP
SA - BL A - TORRE 2 - 5º ANDAR - SALA DE DOCENTE - S549-2;SAAT205S549
SB - BL DELTA - 2º ANDAR - SALA DE DOCENTE - S272;SBDELTA02S272
SB - BL DELTA - 2º ANDAR - SALA DE DOCENTE - S236;SBDELTA02S236
SA - BL B - 11º ANDAR - DIVISÃO DE CULTURA (D11/ADM003);SAB11SCULTURA
SA - BL A - TORRE 2 - 5º ANDAR - R505-2 - SALA DE TRANSIÇÃO;SAAT205R505
SA - BL L - 3º ANDAR - TELECOM - TL03;SAL03TL3
SA - BL A - TORRE 3 - 4º ANDAR - L405-3;SAAT304L405
SB - BL TAU - 1º ANDAR - S104;SBTAU01S104
SB - BL TAU - 2º ANDAR - S201;SBTAU02S201
SB - BL TAU - 2º ANDAR - S204;SBTAU02S204
SB - BL TAU - TÉRREO - LABORATÓRIO DIDÁTICO DE INFORMÁTICA - L001;SBTAU00L001
SA - BL L - 4º ANDAR - TELECOM - TL04;SAL04TL4
SA - BL B - 1º ANDAR - S101 - NTI - CPD;SAB01S101
SA - BL A - TORRE 1 - 6º ANDAR - SALA DE IMPRESSÃO - R606-1;SAAT106R606-1
SA - BL A - TORRE 1 - 6º ANDAR - SALA DE REUNIÃO - R605-1;SAAT106R605-1
SA - BL A - TORRE 1 - 6º ANDAR - SALA DE REUNIÃO - R603-1;SAAT106R603-1
SA - BL A - TORRE 1 - 7º ANDAR - SALA DE REUNIÃO - R701-1;SAAT107R701
SA - BL A - TORRE 1 - 7º ANDAR - SALA DE REUNIÃO - R702-1;SAAT107R702-1
SA - BL A - TORRE 1 - 3º ANDAR - SALA DE REUNIÃO - R312-1;SAAT103R312-1
SA - BL B - 10º ANDAR - S1035A;SAB10S1035A
SA - BL A - TORRE 1 - 6º ANDAR - COORDENAÇÃO DE CURSO - C606-1;SAAT206SC606-1
SA - BL A - TORRE 1 - 6º ANDAR - COORDENAÇÃO DE CURSO - C605-1;SAAT106SC605-1
SA - BL A - TORRE 1 - 6º ANDAR - COORDENAÇÃO DE CURSO - C607-1;SAAT306SC607-1
SA - BL A - TORRE 1 - 6º ANDAR - COORDENAÇÃO DE CURSO - C608-1;SAAT306SC608-1
SA - BL B - 10º ANDAR - SALA DE DOCENTE - S1009;SAB10S1009
SA - BL A - TORRE 3 - 6º ANDAR - S610-3;SAAT306S610
SA - BL L - SUBSOLO - TELECOM - TLSUB;SALSTLSUB
SB - BL ALPHA - TÉRREO - PRO-REITORIA DE GRADUAÇÃO - S001;SBALPHA00S001
SB - BL ALPHA - 3º ANDAR - S302;SBALPHA03SS302
SB - BL ALPHA - 3º ANDAR - S305;SBALPHA03SS305
SB - BL ZETA - 2º ANDAR - LABORATÓRIO DIDÁTICO DE INFORMÁTICA - L204;SBZETA02L204
SA - BL A - TÉRREO - DIVISÃO ACADÊMICA - DAC(ADM0003);SAA00SDAC
SA - BL A - TÉRREO - DIV. ENSINO APRENDIZAGEM TUTORIAL - DEAT(ADM0005);SAA00SDEAT
SA - BL A - TORRE 1 - 8º ANDAR - LAB. SINAIS E SISTEMAS (EI) - L802-1;SAAT108L802-1
SA - BL B - 4º ANDAR - S407;SAB04S407
SB - BL DELTA - TÉRREO - TELECOM 001 (D-026);SBDELTA00TL1
SB - BL DELTA - TÉRREO - TELECOM 003 (D-027);SBDELTA00TL3
SB - BL DELTA - TÉRREO - TELECOM 002 (D-041);SBDELTA00TL2
SA - BL A - SUBSOLO - LABORATÓRIO DE INFORMAÇÃO E COMUNICAÇÃO I - LS26;SAASL26
SA - BL B - 11º ANDAR - LABORATÓRIO DE AFRICANIDADES AWÃKÃ;SAB11L
SA - BL A - SUBSOLO - BIOTÉRIO - LS21;SAASL21
SA - BL A - TORRE 3 - 5º ANDAR - LAB. FISICA MATERIA COND.II - L508-3;SAAT305L508
SA - BL A - SUBSOLO - LABORATÓRIO DE INFORMAÇÃO E COMUNICAÇÃO II - LS02;SAASL2
SB - BL DELTA - 2º ANDAR - S210;SBDELTA02S210
SA - BL L - 1º ANDAR - LAB. FÍSICA-MATEMÁTICA - L115;SAL01L115
SB - BL DELTA - TÉRREO - PU - S012;SBDELTA00S012
SB - BL ALPHA - 1º ANDAR - S106;SBALPHA01S106
SB - BL ZETA - 2º ANDAR - LAB. SISTEMAS AEROESPACIAIS - L202;SBZETA02L202
SA - BL B - 10º ANDAR - S1015;SAB10S1015
SA - BL B - 4º ANDAR - S406;SAB04S406
SA - BL A - SUBSOLO - SUPERINTENDENCIA DE OBRAS (SPO) - SS14;SAASSSPO
SA - BL A - TORRE 1 - 6º ANDAR - S620-1;SAAT106S620
SA - BL A - TORRE 3 - 6º ANDAR - S620-3;SAAT306S620
SA - BL A - TORRE 1 - 7º ANDAR - S715-1;SAAT107S715
SA - BL A - 2º ANDAR - 02º PAVIMENTO - ÁREA COMUM;SAA02AC02º
SB - BL ALPHA - 2º ANDAR - S202;SBALPHA02S202
SA - BL A - SUBSOLO - PORTA 02 (AO LADO DO LS03);SAASLP02
SA - BL A - SUBSOLO - LABORATÓRIO DE ELETRÔNICA DE POTÊNCIA E SMART GRIDS - LS03;SAASL3
SA - BL A - SUBSOLO - LAB. DE MAT. I: PROCESSAMENTO DE METAIS E CERÂMICAS - LS07;SAASL7
SA - BL A - SUBSOLO - DEPÓSITO DA LIMPEZA: PORTA 07;SAASDPLP7
SA - BL A - SUBSOLO - LAB. DE PROC. DE MAT. CONVENCIONAIS E NÃO CONV. - LS08;SAASL8
