Nome;Código
SA - BL A - SUBSOLO - LAB. DE MODELAGEM E SIM. DE SIST. ELÉT. DE POTÊNCIA - LS09;SAASL9
SA - BL A - SUBSOLO - LABORATÓRIO DE ÁGUAS URBANAS E HIDRÁULICA AMBIENTAL - LS10;SAASL10
SB - BL ALPHA - TÉRREO - L002;SBALPHA00L002
SA - BL B - 10º ANDAR - S1052;SAB10S1052
SA - BL B - 10º ANDAR - S1007;SAB10S1007
SB - BL TAU - 1º ANDAR - S105;SBTAU01S105
SB - BL TAU - 2º ANDAR - S206;SBTAU02S206
SB - BL TAU - 2º ANDAR - S208;SBTAU02S208
SB - BL TAU - 3º ANDAR - S304;SBTAU03S304
SA - BL A - TORRE 3 - 6º ANDAR - S644-3;SAAT306S644
SA - BL A - TORRE 2 - 6º ANDAR - LAB. NEUROBIOL. COMPORTAM. - L601-2;SAAT206L601
SA - BL A - TORRE 1 - 7º ANDAR - S737-1;SAAT107S737
SA - BL A - TORRE 1 - 7º ANDAR - S729-1;SAAT107S729
SA - BL L - 5º ANDAR - TELECOM - TL05;SAL05TL5
SA - BL A - TORRE 3 - 6º ANDAR - S650-3;SAAT306S650
SA - BL A - TORRE 2 - 5º ANDAR - S510-2;SAAT205S510
SB - BL ALPHA - TÉRREO - PROGRAD / DEAT - S010;SBALPHA00S010
SA - BL A - TORRE 1 - 6º ANDAR - S603-1;SAAT106S603
SB - BL ÔMEGA - TÉRREO - LABORATÓRIO DE FENÔMENOS DE TRANSPORTES - L005;SBOMEGA00L5
SB - BL ZETA - 2º ANDAR - S210;SBZETA02S210
SA - BL L - TÉRREO - CENTRAL DE CHAVES E VIGILÂNCIA;SAL00SCCV
SA - BL A - TORRE 2 - 5º ANDAR - S507-2;SAAT205S507
SB - BL DELTA - TÉRREO - LAB. COMPUT. ALTA-CONFIABIL. HARDW. - L009;SBDELTA00L9
SA - BL L - TÉRREO - CENTRAL DE CHAVES;SAL00S
SA - BL B - 6º ANDAR - LABORATÓRIO DIDÁTICO - L602;SAB06L602
SB - BL EXT - TÉRREO - WIKILAB;SBEXT00LWIKILAB
SB - BL ALPHA - 2º ANDAR - S201;SBALPHA02S201
SA - BL A - TORRE 1 - 7º ANDAR - S703-1;SAAT107S703
SB - BL DELTA - TÉRREO - MÉTODOS COMPUTACIONAIS EM ENGENHARIA BIOMÉDICA - L001;SBDELTA00L1
SA - BL A - TORRE 1 - 4º ANDAR - LAB. ROBÓTICA - L404-1;SAAT104L404
SA - BL A - TORRE 3 - 6º ANDAR - S614-3;SAAT306S614
SB - BL ZETA - TÉRREO - CENTRAL DE CHAVES E VIGILÂNCIA;SBZETA00ACCCV
SA - BL A - TORRE 1 - 7º ANDAR - S713-1;SAAT107S713
SB - BL ALPHA - 1º ANDAR - L101;SBALPHA01L101
SA - BL A - 2º ANDAR - DEPÓSITO DA S206-0;SAA02DP206
SB - BL BETA - TÉRREO - A002;SBBETA00A002
SB - BL ZETA - 2º ANDAR - S205;SBZETA02S205
SB - BL ZETA - 2º ANDAR - S206;SBZETA02S206
SB - BL ZETA - 2º ANDAR - S207;SBZETA02S207
SB - BL ZETA - 2º ANDAR - LABORATÓRIO DE INFORMÁTICA - L203;SBZETA02L203
SB - BL ZETA - 3º ANDAR - LABORATÓRIO DIDÁTICO SECO - L301;SBZETA03L301
SB - BL ALPHA - TÉRREO - DIVISÃO DE LAB. ACADÊMICOS DE INFORMÁTICA (DLAI) - S16;SBALPHA00S16
SB - BL ALPHA - TÉRREO - DIVISÃO DE ENSINO E APRENDIZAGEM TUTORIAL (DEAT) - S10;SBALPHA00S10
SB - BL ALPHA - TÉRREO - PROGRAMA DE ENSINO E APRENDI. TUTORIAL (PEAT) - S002;SBALPHA00S2
SA - BL A - TORRE 3 - 6º ANDAR - S618-3;SAAT306S618
SA - BL A - TORRE 1 - 6º ANDAR - S637-1;SAAT106S637
SB - BL DELTA - 3º ANDAR - SALA DE DOCENTE - S350;SBDELTA03S350
SB - BL DELTA - TÉRREO - PRO-REITORIA DE PÓS-GRADUAÇÃO (PROPG) - S024;SBDELTA00S024
SA - BL A - TORRE 1 - 7º ANDAR - S710-1;SAAT107S710
SA - BL B - 4º ANDAR - S403;SAB04S403
SB - BL DELTA - TÉRREO - PROPES - S023;SBDELTA00S23
SB - BL DELTA - TÉRREO - PROGRAD / BCH - S021B;SBDELTA00S021B
SA - BL A - TORRE 3 - 6º ANDAR - S632-3;SAAT306S632
SA - BL B - 8º ANDAR - S811;SAB08S811
SA - BL B - 10º ANDAR - S1027;SAB10S1027
SB - BL TAU - 2º ANDAR - SALA DE ESTUDOS - E206;SBTAU02SE206
SB - BL TAU - 3º ANDAR - SALA DE ESTUDOS - E306;SBTAU03SE306
SA - BL A - TORRE 2 - 5º ANDAR - S540-2;SAAT205S540
SA - BL L - 7º ANDAR - DEPÓSITO DO NTI;SAL07DPNTI
SB - BL DELTA - TÉRREO - LAB. GOVERNO, DEMOCRACIA E POL. PÚBLICAS - L013;SBDELTA00L013
SB - BL ALPHA - 2º ANDAR - S205;SBALPHA02S205
SA - BL A - 1º ANDAR - DEPÓSITO DA S106-0;SAA01DP106
SA - BL E - TÉRREO - SALA ADMINISTRATIVA DO GINÁSIO - G01 - G02;SAE00SG01-G02
SA - BL A - TORRE 2 - 5º ANDAR - S516-2;SAAT205S516
SA - BL A - TORRE 3 - 6º ANDAR - S639-3;SAAT306S639
SB - BL DELTA - TÉRREO - PU - R022;SBDELTA00R22
SA - BL A - TORRE 2 - 4º ANDAR - L401-2;SAAT204L401
SA - BL A - TORRE 2 - 5º ANDAR - S513-2;SAAT205S513
SA - BL A - TORRE 1 - 7º ANDAR - DIVISÃO ADMINISTRATIVA DO CECS - R706-1;SAAT107R706
SA - BL A - TORRE 1 - 6º ANDAR - S611-1;SAAT106S611
SA - BL B - 1º ANDAR - CENTRAL DE CHAVES;SAB01SCC
SB - BL ZETA - TÉRREO - LAB. MET. COMP. ENG. BIOMÉDICA - L001;SBZETA00L001
SA - BL B - 10º ANDAR - S1034;SAB10S1034
SA - BL A - TORRE 3 - 6º ANDAR - S634;SAAT306S634
SB - BL DELTA - 2º ANDAR - SALA DE DOCENTE - S221;SBDELTA02S221
SB - BL DELTA - 2º ANDAR - SALA DE DOCENTE - S240;SBDELTA02S240
SB - BL DELTA - 3º ANDAR - SALA DE DOCENTE - S321;SBDELTA03S321
SA - BL B - 3º ANDAR - S307;SAB03S307
SA - BL B - 3º ANDAR - S306;SAB03S306
SA - BL B - 3º ANDAR - S304;SAB03S304
SB - BL ZETA - TÉRREO - LAB. EQUIPAMENTOS MÉDICOS - L012;SBZETA00L012
SA - BL B - 11º ANDAR - SEÇÃO DE ESPORTES LAZER - SEL - C11;SAB11SC11
SB - BL DELTA - TÉRREO - LAB. DESENV. PROJETOS: ENG. AEROSPACIAL - L005;SBDELTA00L005EA
SB - BL ZETA - 3º ANDAR - LABORATÓRIO DIDÁTICO SECO - L306;SBZETA03L306
SB - BL DELTA - 3º ANDAR - SALA DE DOCENTE - S382;SBDELTA03S382
SB - BL MU - TÉRREO - BIOTÉRIO CENTRAL;SBMU00LBIOTERIO
SA - BL A - 7º ANDAR - S720-1;SAA07S720
SA - BL A - TORRE 1 - 1º ANDAR - SALA DOS CONSELHOS - ADM0001;SAAT101RSC
SA - BL B - 6º ANDAR - L601;SAB06L601
SA - BL B - 6º ANDAR - L605;SAB06L605
SB - BL DELTA - 3º ANDAR - SALA DE DOCENTE - S377;SBDELTA03S377
SA - BL B - 5º ANDAR - L506;SAB05L506
SA - BL A - TORRE 3 - 6º ANDAR - S647-3;SAAT306S647
SA - BL B - 6º ANDAR - L606;SAB06L606
SA - BL A - TORRE 1 - TÉRREO - COORD. CURSOS INTERDISC. BC&T - LCNE - LCH - 17;SAAT100SBC&T
SA - BL B - 8º ANDAR - S821;SAB08S821
SB - BL ALPHA - 1º ANDAR - L102;SBALPHA01L102
SA - BL A - TORRE 1 - 3º ANDAR - S308-1 / S310-1 - DSQV;SAAT103S308
SB - BL DELTA - 3º ANDAR - SALA DE DOCENTE - S325;SBDELTA03S325
SA - BL A - TORRE 1 - 7º ANDAR - S723-1;SAAT107S723
SA - BL B - 10º ANDAR - S1002;SAB10S1002
SA - BL A - TORRE 2 - 5º ANDAR - R506-2;SAAT205R506
SB - BL BETA - TÉRREO - A005;SBBETA00A005
SA - BL L - 1º ANDAR - LAB. DE INTELIGÊNCIA EM TEC. E RECURSOS ACESSÍVEIS - L119;SAL01L119
SB - BL DELTA - 2º ANDAR - SALA DE DOCENTE - S212;SBDELTA02S212
SA - BL B - 10º ANDAR - S1040;SAB10S1040
SA - BL B - 9º ANDAR - S929;SAB09S929
SA - BL A - TORRE 1 - 6º ANDAR - S604-1;SAAT106S604
SB - BL ZETA - 1º ANDAR - LABORATÓRIO COMPUTACIONAL COMP -L102;SBZETA01L102
SA - BL A - TORRE 2 - 5º ANDAR - S546-2;SAAT205S546
SA - BL A - SUBSOLO - LABORATÓRIO DE GEOTECNIA - LS18;SAASL18
SA - BL E - SUBSOLO - COPA / REFEITÓRIO DOS TERCEIRIZADOS;SAESCP1
SA - BL B - 3º ANDAR - S305;SAB03S305
SA - BL B - 4º ANDAR - S404;SAB04S404
SA - BL E - TÉRREO - TELECOM;SAE00TL
SB - BL ALPHA - TÉRREO - TELECOM - TL00;SBALPHA00TL
SB - BL ALPHA - 1º ANDAR - TELECOM - TL01;SBALPHA01TL
SB - BL ALPHA - 2º ANDAR - TELECOM - TL02;SBALPHA02TL
SB - BL ALPHA - 3º ANDAR - TELECOM - TL03;SBALPHA03TL
SB - BL DELTA - 3º ANDAR - SALA DE DOCENTE - S358;SBDELTA03S358
SB - BL ZETA - 2º ANDAR - SALA TÉCNICA - S201 - 203;SBZETA02S201
SB - BL DELTA - 3º ANDAR - SALA DE DOCENTE - S385;SBDELTA03S385
SA - BL A - TORRE 1 - 6º ANDAR - SALA DE DOCENTE - S616;SAAT106S616
SA - BL A - TORRE 3 - 6º ANDAR - S625-3;SAAT306S625-3
SA - BL A - TORRE 3 - 6º ANDAR - S605-3;SAAT306S605
SA - BL A - TORRE 1 - 7º ANDAR - S702-1;SAAT107S702
SA - BL A - TORRE 1 - 7º ANDAR - S711-1;SAAT107S711-1
SA - BL B - 5º ANDAR - LABORATÓRIO DE INFORMÁTICA - L505;SAB05L505
SA - BL A - SUBSOLO - LABORATÓRIO DE EQUIPAMENTOS MULTIUSUÁRIOS DO CCNH - LS20;SAASL20
SA - BL L - 6º ANDAR - TELECOM - TL06;SAL06TL6
SA - BL A - SUBSOLO - LABORATÓRIO DE PROCESSOS BIOLÓGICOS - LS28;SAASL28
SA - BL B - 1º ANDAR - LAB. DE ELETROQUIMICA E MATERIAIS NANOESTRUTURADOS - L102;SAB01L102/103
SA - BL B - 1º ANDAR - BIOLOGIA COMPUTACIONAL E BIOINFORMÁTICA - S102;SAB01S102
SA - BL A - TORRE 3 - SUBSOLO - LAB. TEC. SOLUÇ. SIST. ELÉTR. POT. - LS27 - SL02;SAAT3SLLS27-2
SA - BL A - TORRE 1 - 4º ANDAR - LABORATÓRIO DE CIRCUITOS E COMUNICAÇÃO - L405-1;SAAT104L405
SA - BL A - TORRE 3 - 6º ANDAR - S621-3;SAAT306S621
SA - BL A - TORRE 3 - 6º ANDAR - S622-3;SAAT306S622
SA - BL A - TORRE 3 - 6º ANDAR - S613-3;SAAT306S613
SB - BL DELTA - TÉRREO - NEG - NÚCLEO DE ESTUDOS GÊNERO ESPERANÇA GARCIA - D020;SBDELTA00SD020
SB - BL ALPHA - 3º ANDAR - ÁREA TÉCNICA: AT03 (S86);SBALPHA03S
SB - BL DELTA - 2º ANDAR - SALA DE DOCENTE - S268;SBDELTA02S268
SB - BL DELTA - 3º ANDAR - SALA DE DOCENTE - S305;SBDELTA03S305
SA - BL B - 9º ANDAR - SALA DE DOCENTE - S932;SAB09S932
SA - BL A - TORRE 2 - 3º ANDAR - SALA DE REUNIÃO - R312-2;SAAT203R312
SB - BL DELTA - 3º ANDAR - SALA DE DOCENTE - S352;SBDELTA03S352
SA - BL A - 1º ANDAR - DIV. DE POL. AFIRMATIVAS, BEM VIVER COMUNITÁRIO E DIVERSI;SAA01SDPBD
SB - BL DELTA - 3º ANDAR - SALA DE DOCENTE - S339;SBDELTA03S339
SA - BL A - 2º ANDAR - PRÓ-REIT. DE PLAN. E DESENVOLVIMENTO INSTIT. (PROPLADI);SAA02SPROPLADI
SA - BL TAU - TÉRREO - ÁREA COMUM;SATAU00AC
SA - BL A - SUBSOLO - SALA DA EQUIPE DE LIMPEZA - G10;SAASSG10
SB - BL DELTA - 3º ANDAR - SALA DE DOCENTE - S307;SBDELTA03S307
SA - BL A - TORRE 3 - TÉRREO - S010-0 - D - EPUFABC;SAAT300S010-0
SB - BL DELTA - 3º ANDAR - SALA DE DOCENTE - S379;SBDELTA03S379
SA - BL E - TÉRREO - S10 - BAJA UFABC;SAE00S10
LABORATÓRIO DE INSTRUMENTAÇÃO E AUTOMAÇÃO;SAASL25
SA - BL A - TORRE 1 - 7º ANDAR - S731-1;SAAT107S731
SB - BL ÔMEGA - TÉRREO - TELECOM - TÉRREO;SBOMEGA00TLTERREO
SB - BL BETA - TÉRREO - TELECOM - TL00;SBBETA00TL
SA - BL A - 2º ANDAR - S210-0;SAA02S210
SA - BL B - 9º ANDAR - SALA DE DOCENTE - S944;SAB09S944
SA - BL A - SUBSOLO - TELECOM - NTI;SAASTLNTI
SA - BL L - SUBSOLO - LAB ELETRÔNICA DE POTÊNCIA/MÁQUINAS ELÉTRICAS - L007;SALSLL007
SA - BL A - SUBSOLO - SALA ADMINISTRATIVA DOS TERCEIROS [ACTIVE];SAASSADMT
SA - BL A - TORRE 1 - 3º ANDAR - S312-1;SAAT103S312
SA - BL A - TORRE 1 - 1º ANDAR - ÁREA COMUM;SAAT101AC
SA - BL A - TORRE 3 - 6º ANDAR - S637-3;SAAT306S637
SA - BL A - TORRE 3 - 6º ANDAR - S626-3;SAAT306S626
SA - BL A - TORRE 1 - 7º ANDAR - S728-1;SAAT107S728
SB - BL DELTA - 3º ANDAR - SALA DE DOCENTE - S328;SBDELTA03S328
SB - BL DELTA - 2º ANDAR - SALA DE DOCENTE - S284;SBDELTA02S284
SB - BL ÔMEGA - TÉRREO - LABORATÓRIO DE PROCESSOS E PRODUÇÃO DE BIOGÁS - L008;SBOMEGA00L8
SB - BL ÔMEGA - 1º ANDAR - COPA;SBOMEGA01CP1
SA - BL A - SUBSOLO - CENTRAL DE MONITORAMENTO;SAASSCM
SB - BL DELTA - 1º ANDAR - LABORATÓRIO DE NEUROCIÊNCIA COMPUTACIONAL - L117;SBDELTA01L117
SA - BL A - TORRE 1 - 6º ANDAR - S601-1;SAAT106S601
SA - BL A - TORRE 3 - 4º ANDAR - LAB. DE BIOLOGIA QUIMICA - L407-3;SAAT304L407
SA - BL H - TELHADO;SAH TD
SA - BL B - 7º ANDAR - LABORATÓRIO DIDÁTICO VII - L702;SAB07L702
SA - BL A - TORRE 1 - 6º ANDAR - S602-1;SAAT106S602
SB - BL DELTA - 3º ANDAR - SALA DE DOCENTE - S351;SBDELTA03S351
SB - BL DELTA - 2º ANDAR - SALA DE DOCENTE - S218;SBDELTA02S218
SA - BL I - SUBSOLO - CENTRAL DE CHAVES;SAISS
SB - BL DELTA - TÉRREO - LABORATÓRIO DE SISTEMAS INTELIGENTES E ROBÓTICA - L008;SBDELTA00L8
SB - BL ALPHA - 1º ANDAR - LABORATÓRIO DIDÁTICO DE FILOSOFIA - L103;SBALPHA01L103
SA - BL L - 2º ANDAR - LABORATÓRIO DE RELATIVIDADE E GRAVITAÇÃO - L201;SAL02L201
SA - BL B - 10º ANDAR - SALA DE DOCENTE - S1041;SAB10S1041
SA - BL E - TÉRREO - DEP. DA PRÓ-REIT DE ASSUNTOS COMUNITÁRIOS E POLÍTICAS AFIRM;SAE00DPPROAP
SB - BL DELTA - 3º ANDAR - DIVISÃO ACADÊMICA DO CECS - S354;SBDELTA03S354
SA - BL A - TORRE 1 - 5º ANDAR - LABORATÓRIO DE CALOR E FLUIDOS I - L502-1;SAAT105L502
SA - BL A - SUBSOLO - SEST / DSQV - S15A;SAASS15A
SA - BL A - TORRE 2 - 5º ANDAR - TELECOM - TL05-2;SAAT205TL5
SA - BL A - TORRE 2 - 4º ANDAR - TELECOM - TL04-2;SAAT204TL4
SA - BL A - TORRE 2 - 3º ANDAR - TELECOM - TL03-2;SAAT203TL3
SA - BL A - TORRE 1 - 8º ANDAR - LAB. POLÍMEROS AMBIENTALMENTE AMIGÁVEL - L803-1;SAAT108L803
SB - BL ALPHA - 2º ANDAR - ZELADORIA - S59;SBALPHA02S59
SB - BL GAMA - SUBSOLO - SALA DA SEGURANÇA COMUNITÁRIA / MONITORAMENTO;SBGAMASSSGC01
SA - BL B - 3º ANDAR - COORDENADORIA DE INTEGRAÇÃO MULTICAMPI DA PROPG - S301;SAB03S301
SA - BL A - SUBSOLO - SALA DE APOIO TÉCNICO A LAB. LS10 (PORTA 21);SAASSAPOIOTECNICO
SA - BL A - TORRE 2 - 4º ANDAR - LABORATÓRIO DE INFORMÁTICA I - L407-2;SAAT204L407
SA - BL A - TORRE 1 - 3º ANDAR - TELECOM - TL03-1;SAAT103TL3
SA - BL A - TORRE 1 - 6º ANDAR - S649-1;SAAT106S649
SA - BL A - TÉRREO - CENTRAL DE ATENDIMENTO AO ESTUDANTE - CAE;SAA00SCAE
SA - BL B - 8º ANDAR - SALA DE DOCENTE - S802;SAB08S802
SA - BL L - 3º ANDAR - LAB. INCUBADORA TECNOLOGÍCA DA INOVAUFABC - L306;SAL03L306
SB - BL DELTA - 3º ANDAR - SALA DE DOCENTE - S371;SBDELTA03S371
SA - BL A - 2º ANDAR - DEPÓSITO DA DIVISÃO DE DATA CENTER DO NTI S201-0;SAA02DP201
LABORATÓRIO DE TRATAMENTO DE ÁGUAS URBANAS E REÚSO DE ÁGUA (LABTAUS) - L005;SALS5
SA - BL H - TÉRREO - PORTARIA;SAH00PH
SA - BL A - TORRE 1 - 2º ANDAR - ESTÚDIO UFABC;SAAT102SESTUDIO
SB - BL DELTA - 3º ANDAR - SECRETARIA DO CECS - S330;SBDELTA03SS330
SB - BL ZETA - 1º ANDAR - LAB. SISTEMÁTICA INTEGRATIVA PLANTAS - LASIP - L106A;SBZETA01L106A
SA - BL H - TÉRREO - POSTO DE SEGURANÇA - PS;SAH 00PPS
SA - BL A - TÉRREO - GABINETE DA PRO-REIT. DE ASS. COMUN. E POLÍT. AFIRM. - S06;SAA00SGS06
SA - BL A - TÉRREO - COORDENAÇÃO DE GESTÃO ESTRATÉGICA DA PROAP - S06;SAA00S6
SA - BL A - TÉRREO - DIVISÃO ADMINISTRATIVA DA PROAP - S08;SAA00S8
SA - BL L - 6º ANDAR - LAB. INTERAÇÃO FLUIDO-ESTRUTURA (EA) - L601;SAL06L601
SA - BL A - 11º ANDAR - SINTUFABC;SAA11SSINTUFABC
SA - BL A - TORRE 1 - 6º ANDAR - S632-1;SAAT106S632
SA - BL B - 9º ANDAR - SALA DE DOCENTE - S948;SAB09S948
SA - BL A - TÉRREO - [DLA] COORDENAÇÃO GERAL DE CURSOS DE GRADUAÇÃO (ADM0002);SAA00SDLA
SA - BL A - TORRE 1 - 6º ANDAR - S640-1;SAAT106S640
SB - BL GAMA - SUBSOLO - LIMPEZA - S010;SBGAMASS010
SA - BL A - SUBSOLO - OUVIDORIA - S13;SAASS13
SA - BL B - 2º ANDAR - LABORATÓRIO DE PESQUISA - L205;SAB02L205
SA - BL L - 3º ANDAR - R301 - SALA DE REUNIÃO AGÊNCIA INOVAÇÃO / PROPES;SAL03R301
SA - BL L - 1º ANDAR - LAB. INFORM. REDES TEC. EDUC. - LIRTE- L107;SAL01L107
SB - BL DELTA - 3º ANDAR - SECRETARIA DO CECS - S300;SBDELTA03S300
SA - BL A - TORRE 3 - 6º ANDAR - S631-3;SAAT306S631
SB - BL ÔMEGA - 1º ANDAR - LAB. FOTOTERAPIA E ANÁLISE MICROBIOLÓGICA - L101;SBOMEGA01L101
SA - BL A - TORRE 1 - 7º ANDAR - S744-1;SAAT107S744
SA - BL A - TORRE 3 - 6º ANDAR - SALA DE DOCENTE - S635-3;SAAT306S635
SA - BL A - TÉRREO - SALA DE EDUCAÇÃO EM SAÚDE - S78;SAA00S78
SB - BL DELTA - 3º ANDAR - SALA DE DOCENTE - S349;SBDELTA03S349
SA - BL H - TÉRREO - SALAS ADMINISTRATIVAS - PROJETO ACERVO;SAH 00SADM
SB - BL GAMA - SUBSOLO - OFICINA;SBGAMASSOFICINA
SA - BL L - 7º ANDAR - LABORATÓRIO DE TRIBOLOGIA - L710;SAL07L710
SA - ESTACIONAMENTO DOS CARROS OFICIAIS;SAACPUES
SA - BL B - 10º ANDAR - S1031;SAB10S1031
SA - BL A - TORRE 2 - 4º ANDAR - LABORATÓRIO DE COMPUTAÇÃO CIENTIFICA - L408-2;SAAT204L408
SB - BL DELTA - 2º ANDAR - SALA DE DOCENTE - S256;SBDELTA02S256
SB - BL DELTA - 2º ANDAR - SALA DE DOCENTE - S228;SBDELTA02S228
SB - BL DELTA - 2º ANDAR - SALA DE DOCENTE - S202;SBDELTA02S202
SB - BL ÔMEGA - TÉRREO - LABORATÓRIO DE CIRCUITOS INTEGRADOS DE RF - L009;SBOMEGA00L009
SA - BL B - 11º ANDAR - S1011;SAB11S1011
SB - BL DELTA - TÉRREO - DIV. DE POL. AFIR. BEM-VIV. COM. E DIVER. (DPBD) - S21C;SBDELTA00S021C
SB - BL ÔMEGA - TÉRREO - LABORATÓRIO DE INTERDISCIPLINAR DE MANUFATURA - L001;SBOMEGA00L1
SA - BL A - 6º ANDAR - COPA DOS SERVIÇOS DE COPEIRAGEM;SAA06CP
SB - BL DELTA - 2º ANDAR - COL. RURAL URB. - SOLID. ORGÂNICA (CCRU-SOLO) - S123;SBDELTA02S123
SB - BL DELTA - TÉRREO - LAB. DE EST. E PROJ. URB. E REG. LEPUR/CEFAVELA - L015;SBDELTA00L15
SA - BL A - SUBSOLO - LAB. DE MAT. AVANÇADOS / NANO. E DISPO. - LS23;SAASL23
SB - BL DELTA - 2º ANDAR - SALA DE DOCENTE - S213;SBDELTA02S213
SB - BL DELTA - 2º ANDAR - SALA DE DOCENTE - S242;SBDELTA02S242
SA - BL E - SUBSOLO - DEPÓSITO DA ENGENHARIA DE SEGURANÇA DO TRABALHO (SEST);SAESDP1
SA - BL L - 7º ANDAR - ÁREA COMUM;SAL07AC
SA - BL A - TORRE 3 - 6º ANDAR - R602-3;SAAT306R602
SA - BL A - SUBSOLO - SALA DOS MOTORISTAS - TERCEIRIZADOS;SAASSMOTORISTAS
SA - BL B - 1º ANDAR - LAB. DE BIOENERGÉTICA MITOCONDRIAL (MITOMETAB) - L105;SAB01L105
SB - BL TAU - TÉRREO - LABORATÓRIO DIDÁTICO DE INFORMÁTICA - L002;SBTAU00L002
SA - BL A - TÉRREO - SEÇÃO ACOLHIM. INCLUSÃO PERMANÊNC. - SAIP (ADM0013);SAA00SSAIP
SB - BL DELTA - 2º ANDAR - SALA DE DOCENTE - S233;SBDELTA02S233
SA - BL A - TORRE 3 - 1º ANDAR - ÁREA COMUM;SAAT301AC
SA - BL A - TORRE 1 - 2º ANDAR - ÁREA COMUM;SAAT102AC
SA - BL A - TORRE 3 - 2º ANDAR - ÁREA COMUM;SAAT302AC
SA - BL B - 8º ANDAR - ÁREA COMUM;SAB08AC
SB - BL DELTA - 3º ANDAR - SALA DE DOCENTE - S310;SBDELTA03S310
SB - BL DELTA - TÉRREO - COPA - CP001;SBDELTA00CP1
SB - BL DELTA - 1º ANDAR - COPA - CP101;SBDELTA01CP101
SB - BL DELTA - 2º ANDAR - COPA - CP201;SBDELTA02CP201
SB - BL DELTA - 3º ANDAR - COPA - CP301;SBDELTA03CP301
SA - BL B - 2º ANDAR - LAB. CONFIAB. OTIM. REDES DE FLUXO - L206;SAB02L206
SA - BL B - 5º ANDAR - L502;SAB05L502
SB - BL DELTA - 2º ANDAR - SALA DE DOCENTE - S252;SBDELTA02S252
SA - BL L - TÉRREO - LAB. DE BIOFABRICAÇÃO E SISTEMAS DE MANUFATURA - L004;SAL00L4
SA - BL B - 1º ANDAR - LAB. DE REOLOGIA E CARACTERIZAÇÃO DE POLÍMEROS - L107;SAB01L107
SB - BL TAU - TÉRREO - ESPAÇO MARIELLE FRANCO - S001;SBTAU00S1
SA - BL B - 9º ANDAR - S943;SAB09S943
SB - BL DELTA - 3º ANDAR - SALA DE DOCENTE - S366;SBDELTA03S366
SA - BL B - TÉRREO - CENTRAL EXPERIMENTAL MULTIUSUÁRIO (CEM);SAB00CEM
SA - BL L - SUBSOLO - CENTRAL EXPERIMENTAL MULTIUSUÁRIO (CEM);SALSLCEM
SA - BL K - TÉRREO - CENTRAL EXPERIMENTAL MULTIUSUÁRIO (CEM);SAK00LCEM
SB - BL DELTA - 1º ANDAR - CENTRAL EXPERIMENTAL MULTIUSUÁRIO (CEM) - L111;SBDELTA01L111
SA - BL L - 3º ANDAR - CENTRAL EXPERIMENTAL MULTIUSUÁRIO (CEM) - L304;SAL03L304
SA - BL B - TÉRREO - ÁREA COMUM;SAB00AC
SB - BL TAU - 2º ANDAR - TELECOM - TL01;SBTAU02TL1
SB - BL GAMA - SUBSOLO - COPA / REFEITÓRIO DOS TERCEIRIZADOS;SBGAMASCP
SB - BL ZETA - 1º ANDAR - COPA - CP101;SBZETA01CP101
SB - BL ZETA - 2º ANDAR - COPA - CP201;SBZETA02CP201
SB - BL ZETA - 3º ANDAR - COPA - CP301;SBZETA03CP301
SB - BL ZETA - DEPÓSITOS DA PREFEITURA UNIVERSITÁRIA;SBZETADP
SB - BL DELTA - 2º ANDAR - SALA DE DOCENTE - S205;SBDELTA02S205
SB - BL EPSILON - TÉRREO - PORTARIA 1;SBEPSILON00P1
SA - BL B - 10º ANDAR - SALA DE DOCENTE - S1043;SAB10S1043
SB - BL DELTA - 2º ANDAR - SALA DE DOCENTE - S220;SBDELTA02S220
SA - BL L - 5º ANDAR - LABORATÓRIO DE SISTEMAS DE ENGENHARIA ECOLÓGICA - L504;SAL05L504
SB - BL TAU - 1º ANDAR - TELECOM - TL01;SBTAU01TL1
SB - BL DELTA - 3º ANDAR - SALA DE DOCENTE - S386;SBDELTA03S386
SB - BL DELTA - 3º ANDAR - SALA DE DOCENTE - S306;SBDELTA03S306
SA - BL B - 9º ANDAR - S904;SAB09S904
;
;
Voltar;
